fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,current_p4p,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Niko Price,1989-09-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,21,8,4 KO 2 Sub 2 Dec,11,6 KO 3 Sub 2 Dec,-4,2,4,6,2480,2906,2805,2016-12-30,W - Brandon Thatch,2026-03-28,L - Michael Chiesa,NA,NA
Charles Radtke,1990-07-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,6,4,2 KO 1 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,1,2,1,7.2,2762,2762,2646,2023-09-09,W - Blood Diamond,2025-11-01,W - Daniel Frunza,2026-04-11,Francisco Prado
Shavkat Rakhmonov,1994-10-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,welterweight,16,16,2,15,7,7,1 KO 5 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,7,7,3,4.3,3463,3463,3074,2020-10-24,W - Alex Oliveira,2024-12-07,W - Ian Machado Garry,NA,NA
Daniel Rodriguez,1986-12-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,14,16,13,16,14,10,3 KO 1 Sub 6 Dec,4,1 KO 1 Sub 2 Dec,3,4,1,4.6,3129,3129,2911,2020-02-15,W - Tim Means,2025-07-19,W - Kevin Holland,NA,NA
Pete Rodriguez,1996-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,1,0,9,2399,2483,2532,2022-01-22,L - Jack Della Maddalena,2024-02-03,L - Themba Gorimbo,NA,NA
Nursulton Ruziboev,1993-11-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Uzbekistan,male,middleweight,16,16,16,16,5,4,3 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,2,2,1,5.2,2983,2983,2772,2023-07-01,W - Brunno Ferreira,2025-05-17,W - Dustin Stoltzfus,2026-06-27,Andrey Pulyaev
Muslim Salikhov,1984-06-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,welterweight,16,16,14,16,14,9,5 KO 0 Sub 4 Dec,5,3 KO 1 Sub 1 Dec,-1,5,4,5.1,2893,3107,2868,2017-11-25,L - Alex Garcia,2025-11-08,L - Uros Medic,2026-05-30,Jake Matthews
Jacobe Smith,1996-01-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,3,3,2 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,8.3,2918,2918,2708,2025-01-11,W - Preston Parsons,2026-02-21,W - Josiah Harrell,NA,NA
Song Kenan,1990-03-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,welterweight,16,16,16,16,11,6,3 KO 0 Sub 3 Dec,5,3 KO 0 Sub 2 Dec,-1,2,1,6.7,2677,2762,2679,2017-11-25,W - Bobby Nash,2024-11-23,L - Muslim Salikhov,NA,NA
Punahele Soriano,1992-11-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,11,7,4 KO 0 Sub 3 Dec,4,1 KO 1 Sub 2 Dec,4,4,1,6.8,2970,2970,2716,2019-12-14,W - Oskar Piechota,2026-02-21,W - Ramiz Brahimaj,NA,NA
Taiyilake Nueraji,2001-01-12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,welterweight,16,16,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,5,2740,2740,2404,2025-08-23,W - Kiefer Crosbie,2025-08-23,W - Kiefer Crosbie,NA,NA
Stephen Thompson,1983-02-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,16,22,12,6 KO 0 Sub 6 Dec,9,2 KO 1 Sub 6 Dec,-3,7,8,3.7,3010,3317,3018,2012-02-04,W - Dan Stittgen,2025-07-12,L - Gabriel Bonfim,NA,NA
Gilbert Urbina,1996-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,"welterweight, middleweight",16,16,16,16,4,1,1 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,-2,1,0,6.5,2455,2600,2604,2021-08-28,L - Bryan Battle,2025-08-09,L - Uros Medic,NA,NA
Kamaru Usman,1987-05-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, United States",male,"welterweight, middleweight",7,16,-1,1,19,16,4 KO 1 Sub 11 Dec,3,1 KO 0 Sub 2 Dec,1,15,6,2.8,3476,3720,3151,2015-07-12,W - Hayder Hassan,2025-06-14,W - Joaquin Buckley,NA,NA
Nikolay Veretennikov,1989-12-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,welterweight,16,16,16,16,5,2,1 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,1,1,0,7.8,2694,2697,2697,2024-08-10,L - Danny Barlow,2026-02-07,W - Niko Price,NA,NA
Trey Waters,1995-02-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,3,2,0 KO 0 Sub 2 Dec,1,1 KO 0 Sub 0 Dec,-1,2,1,8.7,2743,2839,2765,2023-04-29,W - Josh Quinlan,2025-09-06,L - Sam Patterson,NA,NA
Jeremiah Wells,1986-10-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,7,5,2 KO 1 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,1,4,1,8.1,2914,2960,2826,2021-06-26,W - Warlley Alves,2025-11-01,W - Themba Gorimbo,2026-05-16,Nicolas Dalby
Khaos Williams,1994-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,10,6,4 KO 0 Sub 2 Dec,4,0 KO 1 Sub 3 Dec,-2,2,4,5.9,2761,3030,2821,2020-02-08,W - Alex Morono,2025-06-07,L - Andreas Gustafsson,NA,NA
Mansur Abdul-Malik,1997-10-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,5,4,2 KO 1 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,-1,4,1,7.2,2719,2850,2590,2024-11-09,W - Dusko Todorovic,2026-03-28,L - Yousri Belgaroui,NA,NA
Israel Adesanya,1989-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, New Zealand",male,middleweight,9,16,-1,2,19,13,5 KO 0 Sub 8 Dec,6,3 KO 1 Sub 2 Dec,-4,9,8,1.7,3056,3575,3173,2018-02-10,W - Rob Wilkinson,2026-03-28,L - Joe Pyfer,NA,NA
Ikram Aliskerov,1992-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,15,16,5,4,3 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,2,2,1,5.8,3134,3134,2955,2023-05-06,W - Phil Hawes,2025-10-25,W - JunYong Park,2026-06-27,Brunno Ferreira
Brendan Allen,1995-12-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,4,16,4,16,18,14,2 KO 7 Sub 5 Dec,4,2 KO 0 Sub 2 Dec,2,7,4,4.8,3279,3282,2954,2019-10-18,W - Kevin Holland,2025-10-18,W - Reinier de Ridder,2026-06-06,Edmen Shahbazyan
Cesar Almeida,1988-03-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,16,16,5,3,2 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,2,2,6.4,2783,2859,2766,2024-04-06,W - Dylan Budka,2025-12-13,L - Cezary Oleksiejczuk,NA,NA
Marc-Andre Barriault,1990-02-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,16,16,17,6,3 KO 1 Sub 2 Dec,10,3 KO 1 Sub 6 Dec,-2,2,4,6.4,2641,2918,2768,2019-05-04,L - Andrew Sanchez,2026-02-07,L - Michal Oleksiejczuk,NA,NA
Azamat Bekoev,1995-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,16,16,4,2,2 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,2,1,9.5,2615,2962,2642,2025-01-18,W - Zachary Reese,2026-04-04,L - Tresean Gore,NA,NA
Caio Borralho,1993-01-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,5,16,5,16,9,8,1 KO 1 Sub 6 Dec,1,0 KO 0 Sub 1 Dec,1,7,3,2.9,3280,3280,2968,2022-04-16,W - Gadzhi Omargadzhiev,2026-03-07,W - Reinier de Ridder,NA,NA
Cody Brundage,1994-05-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,15,5,3 KO 1 Sub 0 Dec,9,2 KO 2 Sub 5 Dec,-4,2,2,7.5,2532,2678,2642,2021-09-25,L - Nick Maximov,2026-03-07,L - Donte Johnson,2026-05-16,Andre Petroski
Robert Bryczek,1990-07-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,middleweight,16,16,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,7,2730,2730,2774,2024-02-10,L - Ihor Potieria,2025-09-06,W - Brad Tavares,2026-05-02,Cam Rowston
Modestas Bukauskas,1994-02-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England, Lithuania",male,light heavyweight,16,16,16,16,12,7,3 KO 1 Sub 3 Dec,5,4 KO 0 Sub 1 Dec,-1,4,1,7.5,2863,2983,2738,2020-07-15,W - Andreas Michailidis,2026-01-24,L - Nikita Krylov,2026-05-16,Rodolfo Bellato
Jared Cannonier,1984-03-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,11,16,2,16,20,11,7 KO 0 Sub 4 Dec,9,3 KO 0 Sub 6 Dec,-1,3,8,3.1,3077,3348,3028,2015-01-03,L - Shawn Jordan,2025-08-16,L - Michael Page,NA,NA
Paulo Costa,1991-04-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"light heavyweight, middleweight",14,16,2,16,11,7,4 KO 0 Sub 3 Dec,4,1 KO 0 Sub 3 Dec,1,5,4,3.6,3183,3197,3062,2017-03-11,W - Garreth McLellan,2025-07-19,W - Roman Kopylov,2026-04-11,Azamat Murzakanov
Kyle Daukaus,1993-02-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,9,4,1 KO 2 Sub 1 Dec,4,2 KO 0 Sub 2 Dec,2,2,2,7,2919,2919,2814,2020-06-27,L - Brendan Allen,2025-11-15,W - Gerald Meerschaert,2026-06-14,Bo Nickal
Reinier de Ridder,1990-09-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Netherlands,male,middleweight,8,16,4,16,6,4,1 KO 2 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-2,4,1,2.2,3042,3243,3078,2024-11-09,W - Gerald Meerschaert,2026-03-07,L - Caio Borralho,NA,NA
Ozzy Diaz,1990-11-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,1,0,8,2690,2690,2724,2024-11-23,L - Zhang Mingyang,2025-03-08,W - Djorden Santos,2026-05-09,Ateba Gautier
Roman Dolidze,1988-07-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Georgia,male,middleweight,15,16,7,16,14,9,5 KO 0 Sub 4 Dec,5,0 KO 1 Sub 4 Dec,-2,4,3,4.6,3029,3263,2929,2020-07-18,W - Khadis Ibragimov,2026-03-21,L - Christian Leroy Duncan,NA,NA
Dricus Du Plessis,1994-01-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Africa,male,middleweight,1,12,-1,4,10,9,4 KO 2 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,-1,9,4,4,3430,3539,3147,2020-10-10,W - Markus Perez,2025-08-16,L - Khamzat Chimaev,NA,NA
Sedriques Dumas,1995-08-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,8,3,0 KO 0 Sub 3 Dec,4,2 KO 2 Sub 0 Dec,-1,2,0,9.8,2500,2686,2604,2023-03-11,L - Josh Fremd,2025-11-01,L - Donte Johnson,2026-04-25,Jackson McVey
Christian Leroy Duncan,1995-07-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,middleweight,13,16,12,16,9,7,5 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,4,4,2,6.9,3163,3163,2788,2023-03-18,W - Dusko Todorovic,2026-03-21,W - Roman Dolidze,NA,NA
Brunno Ferreira,1992-11-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,15,16,9,6,3 KO 2 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,-1,3,2,7.2,2945,3005,2856,2023-01-21,W - Gregory Rodrigues,2026-03-07,L - Gregory Rodrigues,2026-06-27,Ikram Aliskerov
Torrez Finney,1998-10-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,1,0,7,2600,2687,2695,2025-04-05,W - Robert Valentin,2026-02-01,L - Jacob Malkoun,NA,NA
Ateba Gautier,2002-04-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Cameroon,male,middleweight,16,16,16,16,4,4,3 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,4,4,2,7.2,2834,2834,2575,2025-03-29,W - Jose Medina,2026-01-24,W - Andrey Pulyaev,2026-05-09,Ozzy Diaz
Tresean Gore,1994-06-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,7,3,0 KO 3 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,1,2,1,8.1,2677,2677,2658,2022-02-05,L - Bryan Battle,2026-04-04,W - Azamat Bekoev,NA,NA
Jack Hermansson,1988-06-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Norway, Sweden",male,"welterweight, middleweight",16,16,4,16,19,11,3 KO 3 Sub 5 Dec,8,5 KO 1 Sub 2 Dec,-2,4,2,4.5,2887,3275,2945,2016-09-03,W - Scott Askham,2025-11-22,L - Myktybek Orolbai,NA,NA
Anthony Hernandez,1993-10-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,middleweight,7,16,4,16,12,9,2 KO 5 Sub 2 Dec,3,2 KO 1 Sub 0 Dec,-1,8,4,4.2,3242,3375,2911,2019-02-02,L - Markus Perez,2026-02-21,L - Sean Strickland,NA,NA
Nassourdine Imavov,1996-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"France, Russia",male,middleweight,2,16,1,16,12,9,4 KO 0 Sub 5 Dec,2,0 KO 0 Sub 2 Dec,5,5,1,3.8,3455,3455,3008,2020-10-03,W - Jordan Williams,2025-09-06,W - Caio Borralho,NA,NA
Dustin Jacoby,1988-04-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,14,16,13,16,17,10,7 KO 0 Sub 3 Dec,6,1 KO 1 Sub 4 Dec,3,4,3,7,2990,3074,2754,2011-10-29,L - Clifford Starks,2026-02-07,W - Julius Walker,NA,NA
Aliaskhab Khizriev,1990-08-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,16,16,2,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,0,1,0,7,2855,2855,2710,2022-03-26,W - Denis Tiuliulin,2024-02-03,NC - Makhmud Muradov,NA,NA
Nick Klein,1995-09-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,8.5,2398,2491,2614,2025-02-22,L - Mansur Abdul-Malik,2025-08-02,L - Andrey Pulyaev,NA,NA
Roman Kopylov,1992-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,14,16,11,6,5 KO 0 Sub 1 Dec,5,0 KO 2 Sub 3 Dec,-2,4,3,5.8,2870,2987,2836,2019-11-09,L - Karl Roberson,2025-11-15,L - Gregory Rodrigues,2026-05-09,Marco Tulio
Ryan Loder,1991-06-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,1,0,7.7,2637,2839,2782,2024-08-24,W - Robert Valentin,2025-11-22,L - Ismail Naurdiev,NA,NA
Abus Magomedov,1990-09-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Germany, Russia",male,middleweight,16,16,14,16,7,4,1 KO 1 Sub 2 Dec,3,1 KO 1 Sub 1 Dec,-1,3,1,5.6,2990,3090,2940,2022-09-03,W - Dustin Stoltzfus,2025-10-04,L - Joe Pyfer,NA,NA
Shara Magomedov,1994-05-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,14,16,6,5,2 KO 0 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,1,4,4,4.8,3017,3066,2789,2023-10-21,W - Bruno Silva,2025-07-26,W - Marc-Andre Barriault,2026-06-27,Michel Pereira
Jacob Malkoun,1995-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,middleweight,16,16,16,16,8,5,1 KO 0 Sub 4 Dec,3,1 KO 0 Sub 1 Dec,2,2,0,7.6,2821,2821,2658,2020-10-24,L - Phil Hawes,2026-02-01,W - Torrez Finney,2026-05-02,Gerald Meerschaert
Eric McConico,1990-05-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-1,1,0,12,2601,2653,2760,2025-02-22,L - Nursulton Ruziboev,2025-11-15,L - Baisangur Susurkaev,2026-04-25,Rodolfo Vieira
Jackson McVey,1999-03-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,0,12.5,2451,2505,2679,2025-07-19,L - Brunno Ferreira,2025-11-08,L - Zachary Reese,2026-04-25,Sedriques Dumas
Gerald Meerschaert,1987-12-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,25,12,1 KO 11 Sub 0 Dec,13,5 KO 3 Sub 5 Dec,-4,3,5,7,2615,2987,2794,2016-12-09,W - Joe Gigliotti,2025-11-15,L - Kyle Daukaus,2026-05-02,Jacob Malkoun
Bo Nickal,1996-01-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,15,16,6,5,2 KO 2 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,4,2,4.3,2967,2967,2785,2023-03-04,W - Jamie Pickett,2025-11-15,W - Rodolfo Vieira,2026-06-14,Kyle Daukaus
Michal Oleksiejczuk,1995-02-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,middleweight,16,16,16,16,18,10,8 KO 0 Sub 2 Dec,7,0 KO 5 Sub 2 Dec,3,3,5,6.6,2946,2946,2795,2017-12-30,NC - Khalil Rountree Jr.,2026-02-07,W - Marc-Andre Barriault,NA,NA
JunYong Park,1991-02-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,middleweight,16,16,16,16,13,9,0 KO 3 Sub 6 Dec,4,1 KO 1 Sub 2 Dec,-1,4,1,6.4,2905,2993,2754,2019-08-31,L - Anthony Hernandez,2025-10-25,L - Ikram Aliskerov,NA,NA
Michel Pereira,1993-10-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,13,16,15,10,2 KO 3 Sub 5 Dec,5,2 KO 0 Sub 2 Dec,1,8,6,4.8,2789,3149,2826,2019-05-18,W - Danny Roberts,2026-02-21,W - Zachary Reese,2026-06-27,Shara Magomedov
Alex Pereira,1987-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"heavyweight, light heavyweight",-1,5,-1,2,12,10,8 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,1,5,7,2.1,3536,3536,3284,2021-11-06,W - Andreas Michailidis,2025-10-04,W - Magomed Ankalaev,2026-06-14,Ciryl Gane
Andre Petroski,1991-06-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,12,8,1 KO 2 Sub 5 Dec,4,3 KO 0 Sub 1 Dec,-2,5,0,8.4,2636,2923,2651,2021-08-28,W - Micheal Gillmore,2025-09-28,L - Cam Rowston,2026-05-16,Cody Brundage
Andrey Pulyaev,1997-09-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-1,1,0,8.7,2554,2609,2759,2025-03-22,L - Christian Leroy Duncan,2026-01-24,L - Ateba Gautier,2026-06-27,Nursulton Ruziboev
Joe Pyfer,1996-09-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,6,16,6,16,8,7,4 KO 2 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,4,4,5,3.8,3277,3277,2916,2022-09-17,W - Alen Amedovski,2026-03-28,W - Israel Adesanya,NA,NA
Zachary Reese,1994-03-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,8,4,1 KO 1 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,-1,2,2,7.8,2708,2733,2598,2023-12-02,L - Cody Brundage,2026-02-21,L - Michel Pereira,NA,NA
Gregory Rodrigues,1992-02-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,12,16,11,16,13,10,7 KO 0 Sub 3 Dec,3,2 KO 0 Sub 1 Dec,3,3,6,5,3211,3211,2844,2021-06-05,W - Dusko Todorovic,2026-03-07,W - Brunno Ferreira,NA,NA
Edmen Shahbazyan,1997-11-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,9,16,14,9,6 KO 1 Sub 2 Dec,5,3 KO 1 Sub 1 Dec,3,4,2,5.9,2983,2983,2818,2018-11-30,W - Darren Stewart,2025-10-04,W - Andre Muniz,2026-06-06,Brendan Allen
Dustin Stoltzfus,1991-11-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,10,3,1 KO 1 Sub 1 Dec,7,2 KO 2 Sub 3 Dec,-2,1,2,6.2,2678,2782,2796,2020-11-21,L - Kyle Daukaus,2025-09-13,L - Kelvin Gastelum,NA,NA
Sean Strickland,1991-02-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,3,16,-1,7,24,17,5 KO 1 Sub 11 Dec,7,2 KO 0 Sub 5 Dec,1,6,5,4.7,3388,3388,2981,2014-03-15,W - Bubba McDaniel,2026-02-21,W - Anthony Hernandez,2026-05-09,Khamzat Chimaev
Dusko Todorovic,1994-05-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Serbia,male,middleweight,16,16,16,16,10,4,3 KO 1 Sub 0 Dec,6,4 KO 0 Sub 2 Dec,1,1,2,5.6,2507,2762,2608,2020-10-03,W - Dequan Townsend,2025-09-13,W - Jose Medina,NA,NA
Marco Tulio,1994-08-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,16,16,3,2,2 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,2,0,8.3,2770,2836,2758,2025-01-11,W - Ihor Potieria,2025-11-08,L - Christian Leroy Duncan,2026-05-09,Roman Kopylov
Wellington Turman,1996-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"welterweight, middleweight",16,16,16,16,9,3,0 KO 1 Sub 2 Dec,6,2 KO 1 Sub 3 Dec,-3,2,1,6.7,2549,2780,2760,2019-07-13,L - Karl Roberson,2023-12-02,L - Jared Gooden,NA,NA
Robert Valentin,1995-03-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Switzerland,male,middleweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-3,-1,0,6,2514,2655,2644,2024-08-24,L - Ryan Loder,2025-07-19,L - Ateba Gautier,2026-04-18,Julien Leblanc
Marvin Vettori,1993-09-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Italy,male,middleweight,16,16,2,16,18,9,0 KO 2 Sub 7 Dec,8,0 KO 0 Sub 8 Dec,-4,5,4,4.9,2836,3265,2974,2016-08-20,W - Alberto Uda,2025-12-06,L - Brunno Ferreira,NA,NA
Rodolfo Vieira,1989-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,16,16,10,6,0 KO 5 Sub 1 Dec,4,1 KO 1 Sub 2 Dec,-1,2,3,5.7,2745,2929,2734,2019-08-10,W - Oskar Piechota,2025-11-15,L - Bo Nickal,2026-04-25,Eric McConico
Robert Whittaker,1990-12-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,middleweight,10,16,-1,8,24,17,6 KO 0 Sub 11 Dec,7,3 KO 1 Sub 3 Dec,-2,9,9,2.5,3220,3443,3041,2012-12-14,W - Brad Scott,2025-07-26,L - Reinier de Ridder,NA,NA
